date	CO	O3	NO2
20130812	23.25	2.84	84.92
20130813	21.30	2.76	80.03
20130814	20.12	2.53	78.61
20130815	22.06	2.61	94.74
20130816	25.63	2.90	110.75
20130817	24.33	3.16	84.46
20130818	23.32	3.00	72.87
20130819	25.78	2.96	98.54
20130820	23.55	3.03	93.76
20130821	23.28	2.92	98.79
20130822	22.16	2.71	97.79
20130823	22.32	2.62	89.11
20130824	20.50	2.75	70.87
20130825	20.66	2.83	67.21
20130826	21.78	2.70	84.52
20130827	21.73	2.68	87.86
20130828	24.27	2.59	99.24
20130829	23.80	2.75	93.62
20130830	24.54	2.86	91.24
20130831	21.76	2.85	66.70
20130901	19.56	2.62	50.75
20130902	18.15	2.41	49.37
20130903	20.93	2.39	79.88
20130904	22.16	2.60	96.09
20130905	22.80	2.76	102.01
20130906	22.86	2.78	106.12
20130907	24.40	3.11	94.21
20130908	23.09	3.00	66.56
20130909	21.84	2.71	82.55
20130910	21.65	2.94	82.19
20130911	23.38	3.04	88.08
20130912	22.68	2.67	84.97
20130913	20.40	2.41	81.41
20130914	18.97	2.50	69.68
20130915	20.25	2.56	71.47
20130916	21.15	2.35	86.46
20130917	18.84	2.42	81.73
20130918	20.70	2.57	96.19
20130919	22.90	2.51	105.78
20130920	21.86	2.53	91.69
20130921	17.72	2.71	60.80
20130922	15.94	2.52	52.03
20130923	19.69	2.42	93.46
20130924	21.84	2.46	108.00
20130925	22.78	2.47	105.98
20130926	21.53	2.53	96.34
20130927	23.20	2.39	108.92
20130928	22.93	2.32	91.99
20130929	22.43	2.20	84.81
20130930	24.87	2.12	112.31
20131001	24.43	2.18	114.84
20131002	23.10	2.23	106.90
20131003	21.74	2.29	98.07
20131004	21.44	2.13	101.43
20131005	23.35	2.30	89.61
20131006	21.44	2.47	80.25
20131007	24.22	2.13	112.75
20131008	24.04	2.26	103.90
20131009	20.84	2.32	92.94
20131010	22.75	2.14	99.64
20131011	25.32	2.11	107.87
20131012	24.81	2.21	84.45
20131013	21.10	2.24	62.73
20131014	23.25	1.96	101.81
20131015	27.00	1.97	108.93
20131016	24.34	1.67	111.56
20131017	27.34	1.87	118.63
20131018	25.18	1.88	112.46
20131019	28.36	1.97	106.19
20131020	24.35	2.15	84.73
20131021	28.62	1.94	116.94
20131022	26.86	1.72	126.97
20131023	25.28	1.90	114.94
20131024	23.32	1.96	110.12
20131025	27.30	1.91	127.17
20131026	30.36	2.13	121.04
20131027	27.95	2.06	98.08
20131028	27.17	1.71	110.57
20131029	26.19	1.44	116.67
20131030	30.70	1.38	132.75
20131031	29.99	1.94	118.53
20131101	27.79	1.83	120.87
20131102	27.02	1.94	106.33
20131103	18.91	2.26	64.26
20131104	20.75	1.86	97.40
20131105	24.77	1.70	123.82
20131106	27.19	1.73	127.43
20131107	29.84	1.66	137.32
20131108	31.28	1.68	139.31
20131109	31.86	1.91	127.50
20131110	29.56	1.97	109.04
20131111	30.36	1.78	134.62
20131112	31.88	1.60	133.86
20131113	31.10	1.58	135.75
20131114	30.32	1.55	157.64
20131115	30.20	1.68	148.19
20131116	24.76	1.93	93.89
20131117	24.22	1.99	79.71
20131118	25.29	2.03	98.35
20131119	19.55	1.83	94.64
20131120	22.69	1.52	118.90
20131121	23.03	1.34	120.58
20131122	23.42	1.34	108.43
20131123	19.38	1.84	62.47
20131124	20.51	1.88	72.09
20131125	26.80	1.46	122.66
20131126	31.86	1.33	145.84
20131127	26.81	1.54	119.11
20131128	26.25	1.53	109.58
20131129	34.61	1.26	142.60
20131130	34.56	1.36	139.09
20131201	36.09	1.29	145.66
20131202	40.17	1.13	175.39
20131203	35.61	1.35	147.84
20131204	29.62	1.30	131.79
20131205	29.52	1.29	125.43
20131206	24.34	1.57	103.40
20131207	19.86	1.78	86.97
20131208	21.87	1.58	97.51
20131209	27.13	1.32	128.09
20131210	31.46	1.36	157.12
20131211	38.22	1.31	182.45
20131212	37.57	1.36	172.86
20131213	43.35	1.24	190.38
20131214	36.81	1.37	142.37
20131215	33.61	1.63	124.88
20131216	38.04	1.33	166.77
20131217	41.79	1.11	193.64
20131218	39.70	1.49	171.48
20131219	30.06	1.67	143.82
20131220	35.87	1.42	147.10
20131221	34.13	1.36	119.09
20131222	31.99	1.55	95.54
20131223	32.91	1.40	128.58
20131224	33.21	1.76	122.76
20131225	31.44	1.86	108.90
20131226	36.33	1.42	169.16
20131227	44.27	1.20	200.06
20131228	44.23	1.41	166.09
20131229	34.99	1.66	126.11
20131230	34.63	1.42	150.07
20131231	41.22	1.45	162.19
20140101	38.82	1.37	145.42
20140102	35.42	1.37	148.33
20140103	35.69	1.67	144.51
20140104	35.37	1.62	141.75
20140105	36.11	1.61	128.53
20140106	30.34	1.80	119.10
20140107	36.26	1.65	156.18
20140108	33.91	1.36	159.32
20140109	33.11	1.33	152.93
20140110	40.58	1.09	168.42
20140111	36.81	1.60	129.40
20140112	30.75	1.90	98.83
20140113	33.39	1.74	134.88
20140114	34.71	1.55	153.78
20140115	35.31	1.64	154.16
20140116	35.82	1.68	150.11
20140117	38.51	1.51	167.24
20140118	37.16	1.66	145.72
20140119	35.22	1.70	132.15
20140120	36.28	1.85	152.20
20140121	35.61	1.89	148.00
20140122	36.30	1.77	154.08
20140123	32.66	1.88	138.60
20140124	31.64	1.86	146.64
20140125	31.84	1.98	133.18
20140126	32.48	2.12	119.87
20140127	30.04	2.07	121.62
20140128	29.08	1.80	123.22
20140129	33.70	1.72	149.16
20140130	27.76	1.96	125.38
20140131	27.77	1.83	133.69
20140201	31.19	1.86	126.41
20140202	29.38	1.94	115.30
20140203	27.03	1.85	123.16
20140204	29.09	1.77	139.98
20140205	26.12	2.06	112.87
20140206	25.31	2.03	113.82
20140207	27.20	1.94	134.72
20140208	27.25	1.92	123.59
20140209	25.79	1.98	101.67
20140210	27.76	1.94	121.11
20140211	29.86	1.82	144.78
20140212	34.94	1.66	166.71
20140213	36.91	1.81	165.16
20140214	32.47	1.97	148.32
20140215	31.51	2.04	130.48
20140216	26.56	2.36	95.36
20140217	29.27	2.08	113.00
20140218	31.20	1.99	141.97
20140219	32.63	2.07	144.18
20140220	30.23	2.04	135.55
20140221	32.68	1.99	145.30
20140222	33.55	2.25	136.79
20140223	29.73	2.38	106.19
20140224	27.43	2.47	102.03
20140225	24.40	2.27	99.40
20140226	23.12	2.21	92.14
20140227	23.01	2.36	98.39
20140228	22.80	2.32	95.63
20140301	25.56	2.17	101.97
20140302	23.86	2.20	84.27
20140303	25.62	2.27	97.50
20140304	27.80	1.95	132.69
20140305	29.12	2.07	129.62
20140306	27.34	2.24	109.17
20140307	29.07	2.10	125.11
20140308	29.43	2.39	109.81
20140309	24.99	2.56	88.10
20140310	25.31	2.36	127.33
20140311	26.98	2.49	128.28
20140312	21.81	2.53	96.15
20140313	20.55	2.57	89.19
20140314	23.75	2.58	104.36
20140315	22.28	2.73	84.57
20140316	20.13	2.73	59.17
20140317	21.27	2.59	79.76
20140318	21.08	2.62	94.00
20140319	23.88	2.25	107.86
20140320	25.42	2.62	112.46
20140321	24.15	2.81	102.63
20140322	22.67	2.93	77.72
20140323	21.51	2.78	61.61
20140324	23.46	2.65	94.09
20140325	23.56	2.83	97.65
20140326	19.80	3.05	69.72
20140327	21.70	2.82	79.39
20140328	22.23	2.42	91.82
20140329	24.12	2.48	82.61
20140330	19.01	2.92	52.56
20140331	22.89	2.89	83.77
20140401	23.33	2.98	84.69
20140402	22.99	2.47	99.59
20140403	25.53	2.68	100.84
20140404	22.64	3.09	75.66
20140405	21.03	3.13	62.44
20140406	23.59	2.86	80.85
20140407	27.21	2.74	112.62
20140408	26.24	2.84	105.71
20140409	27.16	3.14	116.70
20140410	27.53	3.33	115.11
20140411	28.79	3.39	108.18
20140412	24.81	3.77	65.01
20140413	21.82	3.53	43.83
20140414	22.16	3.21	63.42
20140415	23.54	3.20	78.20
20140416	21.80	3.40	70.73
20140417	23.60	3.29	83.97
20140418	23.48	3.19	80.52
20140419	23.90	3.36	74.32
20140420	23.06	3.54	65.54
20140421	25.97	3.29	98.82
20140422	21.37	3.43	78.94
20140423	19.36	3.40	63.12
20140424	22.58	3.40	82.93
20140425	22.48	3.58	82.59
20140426	20.79	3.61	54.82
20140427	19.63	3.45	40.95
20140428	21.75	3.41	69.91
20140429	20.45	3.31	65.09
20140430	22.55	3.23	80.57
20140501	23.04	3.31	94.17
20140502	22.97	3.06	107.37
20140503	22.65	3.30	82.05
20140504	19.51	3.57	53.40
20140505	19.51	3.38	65.20
20140506	19.39	3.44	68.21
20140507	20.71	3.39	70.35
20140508	21.52	3.19	77.16
20140509	21.64	3.08	78.20
20140510	19.67	3.27	59.62
20140511	18.05	3.09	49.64
20140512	21.27	2.90	83.31
20140513	20.07	2.97	79.11
20140514	21.00	2.78	82.17
20140515	22.49	3.03	86.61
20140516	22.26	3.36	85.29
20140517	21.20	3.52	66.15
20140518	18.95	3.45	49.06
20140519	20.06	3.58	65.14
20140520	20.58	3.32	68.87
20140521	20.48	3.16	76.34
20140522	21.04	3.04	78.31
20140523	20.39	3.02	70.01
20140524	20.13	2.88	57.15
20140525	20.90	3.04	53.57
20140526	19.89	3.14	55.85
20140527	20.30	3.05	73.55
20140528	17.94	2.78	61.81
20140529	18.27	2.76	67.79
20140530	19.14	2.95	77.47
20140531	19.26	3.12	61.68
20140601	16.77	3.24	49.28
20140602	19.16	3.16	67.36
20140603	21.45	3.03	77.65
20140604	20.23	2.95	70.43
20140605	20.06	2.90	68.42
20140606	19.83	2.67	66.20
20140607	19.32	2.88	56.80
20140608	18.36	3.07	51.80
20140609	19.70	3.02	68.94
20140610	19.45	2.83	67.13
20140611	17.80	2.81	57.15
20140612	17.69	2.61	56.59
20140613	17.34	2.76	63.26
20140614	16.08	2.83	48.97
20140615	15.63	2.64	37.24
20140616	17.51	2.76	59.60
20140617	17.86	2.83	56.87
20140618	17.50	2.60	57.63
20140619	18.77	2.40	67.00
20140620	19.57	2.60	74.47
20140621	18.90	2.67	57.32
20140622	17.73	2.70	45.60
20140623	18.33	2.77	64.45
20140624	17.76	2.53	59.14
20140625	17.92	2.46	60.81
20140626	16.93	2.45	57.22
20140627	16.33	2.41	51.64
20140628	16.33	2.70	45.86
20140629	15.85	2.59	40.42
20140630	17.38	2.59	57.66
20140701	16.66	2.70	48.33
20140702	16.44	2.60	50.74
20140703	17.90	2.56	62.26
20140704	16.69	2.59	47.61
20140705	16.12	2.61	41.86
20140706	16.26	2.86	40.84
20140707	18.39	2.99	57.35
20140708	17.72	2.89	53.16
20140709	17.58	2.64	60.03
20140710	17.74	2.57	61.58
20140711	18.84	2.71	65.73
20140712	18.47	3.00	57.20
20140713	17.69	2.83	42.61
20140714	18.73	2.54	64.06
20140715	17.43	2.46	57.29
20140716	16.62	2.48	56.84
20140717	17.06	2.45	63.44
20140718	18.57	2.57	68.93
20140719	18.52	2.60	53.95
20140720	17.88	2.60	43.37
20140721	19.05	2.57	61.49
20140722	19.98	2.76	67.13
20140723	20.64	2.70	68.42
20140724	20.38	2.68	69.89
20140725	21.15	2.82	71.51
20140726	21.61	2.99	60.75
20140727	19.05	2.84	41.37
20140728	17.92	2.71	53.36
20140729	19.40	2.30	68.97
20140730	21.64	2.66	77.13
20140731	22.92	2.85	80.65
20140801	23.65	2.95	76.09
20140802	21.34	2.87	55.35
20140803	21.23	2.84	53.53
20140804	22.32	2.88	72.75
20140805	23.98	2.88	82.89
20140806	23.43	2.70	75.43
20140807	21.32	2.56	65.99
20140808	21.90	2.66	67.52
20140809	22.41	2.71	55.93
20140810	21.71	2.76	49.33
20140811	21.07	2.67	61.32
20140812	19.94	2.39	57.66
20140813	20.15	2.49	59.44
20140814	20.96	2.54	71.66
20140815	21.83	2.45	78.30
20140816	21.26	2.63	67.12
20140817	20.17	2.47	51.99
20140818	20.69	2.35	67.93
20140819	20.61	2.49	64.96
20140820	20.31	2.40	66.62
20140821	20.15	2.37	70.03
20140822	20.25	2.36	67.90
20140823	18.61	2.49	52.68
20140824	17.77	2.58	48.35
20140825	20.04	2.54	71.29
20140826	20.54	2.57	76.62
20140827	22.57	2.80	87.95
20140828	21.46	2.73	81.34
20140829	21.67	2.70	80.88
20140830	20.82	2.77	63.20
20140831	18.79	2.60	45.95
20140901	18.19	2.45	47.46
20140902	20.49	2.45	71.95
20140903	20.43	2.57	75.82
20140904	20.39	2.68	73.83
20140905	20.98	2.59	75.86
20140906	20.10	2.59	58.59
20140907	20.04	2.52	53.78
20140908	21.07	2.54	74.56
20140909	21.16	2.33	74.63
20140910	21.12	2.25	72.52
20140911	20.95	2.18	75.21
20140912	20.79	2.05	73.36
20140913	21.73	2.10	64.73
20140914	21.04	2.24	63.94
20140915	23.60	2.13	89.70
20140916	23.19	1.99	93.53
20140917	23.57	1.97	94.78
20140918	23.28	2.20	86.68
20140919	20.54	2.32	75.70
20140920	21.22	2.63	63.41
20140921	19.76	2.53	50.24
20140922	20.72	2.19	71.55
20140923	22.30	1.99	92.36
20140924	22.82	2.18	99.77
20140925	23.17	2.22	95.43
20140926	24.02	2.40	92.56
20140927	24.33	2.50	81.88
20140928	25.13	2.48	77.43
20140929	27.44	1.98	109.23
20140930	24.68	2.12	100.45
20141001	24.92	2.06	97.52
20141002	24.92	2.16	98.89
20141003	25.01	2.34	105.95
20141004	25.01	2.29	97.40
20141005	24.60	2.47	85.41
20141006	26.70	2.52	107.53
20141007	25.93	2.54	107.34
20141008	25.92	2.30	104.48
20141009	23.08	2.10	94.10
20141010	23.53	1.88	91.60
20141011	24.45	1.86	87.64
20141012	23.39	2.00	69.86
20141013	25.16	1.98	91.71
20141014	22.03	2.21	81.10
20141015	22.52	2.00	92.61
20141016	25.12	2.01	105.09
20141017	25.15	2.21	96.57
20141018	23.74	2.06	76.94
20141019	23.71	2.16	69.96
20141020	25.57	2.00	99.94
20141021	25.45	1.97	101.11
20141022	25.27	1.98	101.57
20141023	29.21	1.86	120.81
20141024	33.45	1.96	129.53
20141025	28.11	2.43	98.84
20141026	25.01	2.35	74.83
20141027	27.05	2.09	106.24
20141028	30.76	2.11	128.88
20141029	32.37	1.78	130.44
20141030	31.95	1.70	127.12
20141031	25.85	1.94	97.34
20141101	21.30	2.04	65.22
20141102	21.63	2.19	63.16
20141103	27.00	2.04	109.53
20141104	30.19	1.85	129.10
20141105	31.77	1.59	140.71
20141106	29.93	1.67	136.48
20141107	29.79	1.71	126.96
20141108	30.14	1.79	111.96
20141109	30.51	1.79	101.60
20141110	30.45	2.04	105.68
20141111	25.04	2.12	89.30
20141112	21.53	1.98	80.52
20141113	22.84	1.69	93.69
20141114	25.70	1.66	109.00
20141115	26.82	1.85	101.95
20141116	25.21	1.96	90.83
20141117	26.14	1.88	111.49
20141118	27.73	1.93	121.97
20141119	30.12	1.85	128.61
20141120	32.15	1.75	135.20
20141121	28.41	1.77	124.42
20141122	28.30	2.06	107.38
20141123	26.49	2.03	90.78
20141124	26.64	1.90	94.68
20141125	30.13	1.50	127.40
20141126	35.13	1.35	139.55
20141127	32.51	1.67	105.05
20141128	32.44	1.93	106.18
20141129	30.18	2.11	100.78
20141130	24.33	1.93	73.46
20141201	28.32	1.39	105.70
20141202	29.71	1.24	113.10
20141203	24.60	1.17	102.67
20141204	27.33	1.19	110.06
20141205	28.30	0.98	106.89
20141206	30.07	1.27	94.26
20141207	25.60	1.58	74.71
20141208	30.57	1.24	119.85
20141209	35.84	1.23	127.38
20141210	32.85	1.42	116.33
20141211	29.51	1.74	114.36
20141212	26.84	1.59	113.30
20141213	30.21	1.56	104.24
20141214	27.93	1.71	88.00
20141215	30.66	1.37	113.30
20141216	31.16	1.23	120.02
20141217	26.19	1.42	106.78
20141218	25.24	1.23	101.03
20141219	29.74	1.33	112.05
20141220	29.99	1.37	114.63
20141221	28.27	1.49	97.95
20141222	33.62	1.23	123.42
20141223	32.60	1.27	114.58
20141224	32.01	1.39	110.09
20141225	20.52	2.14	54.20
20141226	24.97	1.71	96.19
20141227	31.78	1.47	109.55
20141228	31.49	1.35	113.21
20141229	32.09	1.51	112.46
20141230	26.40	1.84	94.29
20141231	26.47	1.94	105.61
20150101	29.77	1.71	97.48
20150102	34.20	1.21	130.72
20150103	33.74	1.26	118.78
20150104	32.07	1.49	104.22
20150105	32.14	1.68	119.21
20150106	35.07	1.47	141.58
20150107	34.75	1.72	121.97
20150108	34.47	1.66	128.65
20150109	33.28	1.56	126.84
20150110	33.22	1.47	123.59
20150111	31.03	1.42	114.76
20150112	31.59	1.25	126.23
20150113	27.74	1.47	107.76
20150114	30.84	1.22	134.54
20150115	31.90	1.18	140.11
20150116	32.12	1.40	135.84
20150117	29.34	1.68	111.48
20150118	31.27	1.49	119.00
20150119	31.57	1.32	125.32
20150120	33.93	1.31	138.64
20150121	27.78	1.47	117.77
20150122	28.51	1.44	123.36
20150123	30.92	1.33	130.57
20150124	27.00	1.58	105.00
20150125	26.17	1.71	93.41
20150126	28.11	1.55	119.60
20150127	27.70	1.67	110.16
20150128	28.93	1.64	118.18
20150129	29.04	1.52	124.37
20150130	25.55	1.64	106.71
20150131	24.96	1.83	92.28
20150201	27.80	1.65	100.38
20150202	30.18	1.72	109.40
20150203	29.82	1.52	129.31
20150204	31.35	1.59	137.37
20150205	29.53	1.90	124.16
20150206	28.80	1.82	130.53
20150207	29.52	1.82	122.58
20150208	26.25	1.94	97.32
20150209	23.69	1.82	96.77
20150210	25.94	1.84	105.54
20150211	26.47	1.84	106.07
20150212	26.77	1.87	109.35
20150213	29.45	1.82	118.67
20150214	29.96	2.06	117.57
20150215	23.76	2.30	71.58
20150216	24.10	2.13	88.92
20150217	25.21	2.06	110.64
20150218	29.07	2.02	126.99
20150219	27.05	2.16	108.62
20150220	25.44	2.11	104.84
20150221	25.24	2.31	97.37
20150222	21.49	2.27	73.77
20150223	20.36	2.23	75.48
20150224	25.53	2.02	116.71
20150225	27.76	2.07	136.02
20150226	23.62	2.09	100.32
20150227	22.40	2.32	94.71
20150228	22.15	2.34	89.58
20150301	23.91	2.10	100.74
20150302	23.88	2.17	100.49
20150303	24.30	1.94	103.74
20150304	25.78	1.85	103.97
20150305	27.34	2.32	109.18
20150306	30.24	2.37	130.88
20150307	29.26	2.54	126.55
20150308	29.37	2.57	118.22
20150309	31.28	2.30	140.83
20150310	33.17	2.00	157.97
20150311	30.06	2.24	135.51
20150312	25.10	2.46	104.44
20150313	24.82	2.39	103.69
20150314	25.83	2.42	103.63
20150315	22.19	2.81	77.76
20150316	26.32	2.49	122.44
20150317	23.49	2.64	95.61
20150318	20.58	2.55	78.61
20150319	21.18	2.32	91.34
20150320	23.36	2.25	103.37
20150321	22.16	2.48	78.89
20150322	17.53	2.72	46.31
20150323	19.17	2.70	63.61
20150324	21.36	2.32	82.44
20150325	24.59	2.20	100.78
20150326	25.19	2.18	103.80
20150327	24.45	2.39	91.27
20150328	20.23	2.75	70.20
20150329	20.40	2.84	65.75
20150330	22.96	2.64	90.37
20150331	23.09	2.92	92.17
20150401	21.70	3.01	81.93
20150402	22.80	2.92	88.27
20150403	23.67	2.70	84.48
20150404	21.08	3.00	65.30
20150405	19.52	3.00	53.21
20150406	21.33	2.74	75.82
20150407	20.53	2.42	75.86
20150408	19.71	2.24	62.22
20150409	20.64	2.27	69.66
20150410	21.91	2.57	84.23
20150411	20.08	2.93	66.67
20150412	19.64	2.94	59.46
20150413	20.19	3.13	75.05
20150414	20.68	2.90	83.86
20150415	20.12	3.09	79.25
20150416	20.18	2.84	78.36
20150417	23.80	2.71	96.65
20150418	22.42	3.21	72.10
20150419	18.10	3.20	43.90
20150420	18.21	3.07	53.94
20150421	18.67	3.10	64.13
20150422	19.42	3.16	72.22
20150423	18.68	2.99	66.87
20150424	18.77	3.08	63.34
20150425	18.76	2.98	52.11
20150426	17.92	2.92	46.92
20150427	20.16	2.95	66.97
20150428	20.32	2.97	77.36
20150429	22.43	2.90	95.20
20150430	21.12	2.92	87.63
20150501	21.47	2.86	84.68
20150502	21.09	3.26	72.84
20150503	18.52	3.48	55.34
20150504	17.94	3.45	64.99
20150505	19.31	3.28	69.63
20150506	19.21	3.13	65.36
20150507	19.27	3.21	68.46
20150508	19.45	3.10	69.52
20150509	18.26	2.88	48.83
20150510	18.39	2.83	47.51
20150511	18.88	2.92	58.72
20150512	18.57	3.20	58.06
20150513	16.28	3.11	49.10
20150514	17.72	3.08	60.61
20150515	18.87	3.02	65.08
20150516	18.49	2.89	47.63
20150517	18.31	2.85	45.00
20150518	17.96	2.81	49.25
20150519	17.95	2.76	53.41
20150520	16.49	2.72	50.19
20150521	16.37	2.73	56.21
20150522	17.44	3.07	54.07
20150523	18.06	3.30	46.82
20150524	17.36	3.42	39.80
20150525	16.72	3.10	35.81
20150526	19.12	3.11	52.59
20150527	19.63	2.95	62.18
20150528	19.46	2.94	68.16
20150529	19.43	2.81	67.11
20150530	17.55	2.62	47.37
20150531	15.51	2.63	35.08
20150601	17.25	2.64	54.48
20150602	18.28	2.50	60.30
20150603	18.19	2.63	57.90
20150604	19.52	2.76	60.92
20150605	20.36	2.81	62.79
20150606	20.24	2.94	52.16
20150607	18.02	3.08	41.37
20150608	21.75	3.45	71.82
20150609	20.06	3.19	71.08
20150610	21.17	3.40	69.19
20150611	21.24	3.30	62.72
20150612	20.54	2.97	65.14
20150613	17.96	2.76	43.81
20150614	17.27	2.78	38.64
20150615	17.13	2.52	53.55
20150616	18.44	2.66	61.43
20150617	17.90	2.72	60.73
20150618	17.28	2.69	58.63
20150619	18.78	2.79	65.39
20150620	17.63	2.76	50.58
20150621	15.77	2.80	40.55
20150622	17.27	2.88	55.95
20150623	18.12	2.93	65.10
20150624	18.02	2.79	69.72
20150625	20.34	2.86	76.11
20150626	18.80	2.88	60.74
20150627	17.69	2.59	49.84
20150628	16.63	2.67	45.10
20150629	18.56	2.66	65.53
20150630	19.72	2.91	74.40
20150701	21.17	2.92	74.43
20150702	20.34	2.58	72.80
20150703	20.14	2.82	53.79
20150704	19.81	2.75	47.87
20150705	19.46	2.79	41.21
20150706	19.99	2.55	50.12
20150707	22.82	2.41	51.38
20150708	21.40	2.16	53.16
20150709	20.32	2.27	51.13
20150710	20.95	2.36	53.55
20150711	20.23	2.46	48.78
20150712	19.13	2.56	44.70
20150713	19.17	2.62	58.90
20150714	17.37	2.72	52.91
20150715	16.64	2.59	51.87
20150716	16.66	2.68	56.47
20150717	17.73	2.80	57.47
20150718	16.99	2.49	48.07
20150719	17.31	2.53	42.41
20150720	17.03	2.53	56.82
20150721	17.42	2.39	56.45
20150722	16.99	2.30	50.58
20150723	17.10	2.29	56.23
20150724	18.21	2.51	60.85
20150725	18.73	2.63	49.15
20150726	17.14	2.61	37.05
20150727	18.70	2.53	54.04
20150728	19.63	2.54	61.72
20150729	19.77	2.64	66.29
20150730	19.77	2.77	64.72
20150731	19.48	2.80	63.72
20150801	19.32	2.95	53.92
20150802	18.46	3.05	46.59
20150803	18.69	3.00	61.60
20150804	19.11	2.65	68.02
20150805	19.89	2.58	70.51
20150806	19.54	2.39	67.53
20150807	18.53	2.55	56.12
20150808	18.70	2.55	45.53
20150809	17.74	2.50	41.90
20150810	17.47	2.47	52.53
20150811	17.17	2.45	56.27
20150812	18.56	2.32	63.09
20150813	19.46	2.33	71.10
20150814	20.64	2.76	73.10
20150815	21.69	3.06	64.52
20150816	21.21	2.97	56.19
20150817	22.31	3.01	68.12
20150818	20.48	2.82	60.15
20150819	19.50	2.49	49.14
20150820	20.65	2.52	58.43
20150821	21.38	2.89	59.46
20150822	20.15	2.85	46.75
20150823	19.58	2.61	42.07
20150824	20.77	2.72	64.01
20150825	20.34	2.65	68.28
20150826	20.82	2.69	73.39
20150827	22.31	2.81	86.01
20150828	23.68	2.78	89.75
20150829	21.61	2.84	63.80
20150830	19.66	2.79	47.09
20150831	21.42	2.73	71.51
20150901	20.84	2.76	69.32
20150902	22.00	2.78	77.64
20150903	22.12	2.64	76.10
20150904	20.44	2.51	61.50
20150905	18.48	2.25	47.26
20150906	19.53	2.37	50.13
20150907	19.30	2.52	52.57
20150908	21.72	2.45	79.61
20150909	20.17	2.16	81.36
20150910	20.32	2.06	77.49
20150911	20.17	2.19	73.34
20150912	20.54	2.21	62.90
20150913	16.83	2.31	44.55
20150914	17.65	2.24	63.37
20150915	18.10	2.38	67.87
20150916	20.20	2.56	74.74
20150917	21.31	2.61	84.51
20150918	22.75	2.65	91.46
20150919	21.75	2.64	72.09
20150920	20.44	2.68	61.89
20150921	20.58	2.26	80.14
20150922	19.31	2.19	68.78
20150923	22.11	2.43	90.21
20150924	23.46	2.56	99.32
20150925	22.22	2.52	86.37
20150926	19.80	2.56	65.44
20150927	18.93	2.37	54.79
20150928	20.71	2.08	77.27
20150929	19.46	1.94	73.11
20150930	20.25	2.03	77.65
20151001	18.55	1.86	64.33
20151002	17.20	1.92	54.34
20151003	16.38	1.94	44.43
20151004	14.27	1.95	31.38
20151005	19.01	1.74	66.24
20151006	21.98	1.74	80.67
20151007	26.39	1.73	90.54
20151008	25.52	2.01	97.80
20151009	22.73	1.96	88.14
20151010	20.43	1.83	66.09
20151011	20.21	2.20	64.19
20151012	23.04	2.15	87.95
20151013	23.45	1.88	92.37
20151014	24.27	1.77	97.41
20151015	21.84	2.13	83.65
20151016	20.41	2.18	80.02
20151017	18.32	2.28	58.21
20151018	17.93	2.23	52.65
20151019	20.34	2.23	77.18
20151020	23.08	2.22	98.61
20151021	26.09	2.06	108.06
20151022	26.80	2.10	108.92
20151023	25.09	1.98	89.85
20151024	23.42	1.96	74.27
20151025	22.16	1.88	68.60
20151026	25.66	1.77	96.83
20151027	25.57	1.64	106.00
20151028	22.54	1.88	81.11
20151029	20.98	1.92	73.79
20151030	21.73	1.70	84.87
20151031	24.60	1.74	81.81
20151101	23.55	1.77	73.53
20151102	26.00	1.54	100.12
20151103	27.99	1.55	102.43
20151104	25.36	1.63	98.21
20151105	23.73	1.47	99.90
20151106	24.05	1.53	87.21
20151107	23.61	1.70	82.95
20151108	24.46	1.87	79.25
20151109	29.81	1.69	113.90
20151110	27.08	1.71	100.08
20151111	26.15	1.75	84.18
20151112	27.84	1.67	98.91
20151113	28.22	1.75	102.35
20151114	29.34	1.83	98.86
20151115	23.96	2.12	80.34
20151116	22.81	1.85	90.02
20151117	22.96	1.74	88.76
20151118	26.99	1.71	97.85
20151119	29.12	1.55	111.52
20151120	29.30	1.68	112.45
20151121	24.86	1.74	88.23
20151122	24.49	1.67	85.08
20151123	29.20	1.54	113.22
20151124	30.43	1.67	128.52
20151125	27.42	1.75	101.18
20151126	23.45	1.89	68.86
20151127	25.09	1.63	81.41
20151128	25.86	1.39	80.70
20151129	24.91	1.50	76.06
20151130	28.50	1.28	114.09
20151201	32.20	1.20	129.37
20151202	34.05	1.17	138.68
20151203	30.43	1.44	124.42
20151204	37.39	1.24	137.68
20151205	35.89	1.23	125.11
20151206	37.23	1.31	128.11
20151207	40.00	1.18	158.20
20151208	36.92	1.22	144.92
20151209	35.99	1.37	147.33
20151210	30.75	1.68	123.88
20151211	28.20	1.62	112.57
20151212	29.66	1.52	100.29
20151213	26.23	1.77	77.48
20151214	22.02	1.77	82.78
20151215	22.84	1.41	83.62
20151216	27.14	1.27	101.86
20151217	31.51	1.25	117.88
20151218	27.75	1.51	105.38
20151219	27.42	1.75	95.99
20151220	24.37	1.82	81.79
20151221	25.99	1.62	101.14
20151222	24.70	1.52	98.37
20151223	22.85	1.67	78.12
20151224	22.64	1.65	78.64
20151225	24.01	1.69	70.56
20151226	20.36	1.81	58.31
20151227	23.93	1.61	76.02
20151228	26.94	1.73	94.37
20151229	28.53	1.43	109.12
20151230	29.68	1.32	120.09
20151231	27.64	1.69	102.26
20160101	16.12	1.36	51.40
20160102	17.27	1.25	65.39
